@relation wilt-training

@attribute GLCM_pan real
@attribute Mean_Green real
@attribute Mean_Red real
@attribute Mean_NIR real
@attribute SD_pan real
@attribute class {w, n}

@data
113.7252,218.1509,97.9811,586.1698,31.8132,n
135.3217,213.7692,96.8615,555.8923,29.8720,n
115.0402,204.4286,93.4643,468.5714,44.4686,n
141.2427,188.0667,83.3333,382.8000,18.0919,n
135.8871,190.3739,82.8435,295.9391,21.3034,n
132.4706,204.6195,91.3363,445.0000,34.3936,n
124.3670,202.8981,92.1759,459.9352,25.9973,n
120.2952,190.0952,82.0476,325.4286,13.2220,n
142.8446,215.9643,95.0714,499.7143,37.0842,n
118.3625,198.9211,85.0000,391.8860,28.2034,n
136.7742,190.6170,81.3759,329.4255,21.6946,n
129.4372,195.3013,84.1790,370.2052,22.0723,n
139.6270,191.5571,82.3286,329.3571,17.2530,n
137.8042,187.9543,81.1689,301.2511,20.9587,n
112.2716,190.7692,80.3846,343.6154,39.3876,n
105.0238,188.7500,83.5000,307625.0000,44.3931,n
118.5232,200.5862,85.0345,392.0920,28.9605,n
89.2909,192.0000,86.5714,385.4286,16.9694,n
104.7143,182.7857,81.7857,281.7143,21.1655,n
140.1160,185.5952,78.8571,299.0714,13.8617,n
130.8633,191.4064,82.8445,322.5689,24.5966,n
89.4732,204.8571,82.5714,453.1429,10.9991,n
111.3309,197.0000,84.0000,392.1176,22.9832,n
109.4375,202.0909,83.5455,415.2727,29.7605,n
94.3958,211.0000,98.0000,513.0000,10.3118,n
134.1423,186.9032,79.0000,300.5806,17.5717,n
130.6842,182.4911,75.0982,237.5982,20.1582,n
120.2855,190675.0000,84.8000,347375.0000,33.1798,n
138.1032,205.8333,91.2037,441.6296,27.2238,n
133.1494,186.4138,77.5172,281.6897,28.9615,n
112.0660,201.9444,91.2222,501.7222,17.5349,n
148.1933,214.8667,97.8667,603.2667,12.6199,n
145.1023,202.0000,92.6364,514.7273,28.3432,n
132.5658,183.0893,77.6696,226.2679,16.8061,n
131.8638,196.9474,82.8421,304.1053,14.0385,n
118.4542,189.2571,80.4571,289.0571,51.7297,n
109.9496,216.3548,99.0968,614.0323,23.6116,n
132.8409,221.4186,97.0930,617.0000,28.6096,n
128.0457,204.9926,92.4338,446.0294,24.9071,n
123.6488,187.0000,77.0000,277.5556,31.1397,n
122.1836,190.0000,81.5000,324.5000,39.1926,n
135.9749,199.0800,90.6000,458.4800,37.9737,n
102.7113,203.4444,91.0000,467.8889,18.0185,n
155.2431,186.6667,77.3333,292.0000,11.0632,n
110.6811,209.6875,89.5625,541.8125,32.5689,n
122.5213,201.3929,95.5357,485.8929,20.6374,n
103.4767,221.0909,96.4545,545.2727,15.5170,n
105.1534,200.1818,95.8182,503.1818,26.8879,n
107.2688,207.4000,92.6000,447.7000,30.7773,n
117.7163,208.0455,88.3636,415.2727,22.4991,n
138.9210,200.6555,85.9748,391.5630,24.9773,n
112.8560,197.2083,87.2917,367.7083,27.8819,n
125.7692,198.3415,88.7561,346.1707,24.5130,n
131.4754,208.1446,94.0120,415.7470,19.1059,n
122.6378,209.1875,92.7083,471.3333,23.2905,n
117.7680,215.8000,94925.0000,456.0500,16.8468,n
121.3229,211.6724,95.3793,499.4483,45.6824,n
120.3306,224.9508,101.9836,553.0656,28.6107,n
138.9138,219.3182,98.9091,496.0227,18.0532,n
148.7875,217.0000,100.4000,635.0000,21.3317,n
137.6093,220.7826,102.1304,549.2609,26.4301,n
113.7023,218.3636,99.3636,627.4545,30.9464,n
117.9481,209.8000,88.0286,391.5143,15.9894,n
132.7420,193.6102,81.7966,297.2034,23.5400,n
120.5731,219.9630,98.4074,634.5556,21.6002,n
117.7261,209.2400,91.2400,486.4800,25.2879,n
137.2786,209.6667,91.1667,495.6667,35.7028,n
140.9593,223.0500,103.3500,643.9500,27.9197,n
119.5241,214.7470,93.9880,519.8193,38.6680,n
140.0764,222.3333,86.7778,505.1111,23.8535,n
103.5972,222.0000,102.3333,625.6667,28.3078,n
145.0842,197.6111,85.1667,351.6111,20.9715,n
112.2266,217.0196,99.7843,587.6667,28.4422,n
107.6538,207.9231,89.7692,536.6154,19.7115,n
121.2609,225.5306,108.2041,641.1020,26.1904,n
140.5909,203.7500,90.7105,455.0658,19.9537,n
122885.0000,209.1600,91.6800,532.6800,34.4714,n
143.4444,220.5556,102.1111,616.5556,30.8793,n
98.9688,213.6667,97.6667,454.3333,32.4470,n
128.0130,201625.0000,89.4167,421.9583,30.7205,n
152.3086,211.2500,97.5000,575.5000,19.5144,n
123.2929,209.9286,94.7321,492.9464,16.6837,n
147.2279,190.3529,83.5882,343.4118,12.4944,n
113.0344,212.2353,96.4314,543.4118,34.5214,n
108.0865,231.1538,107.3846,666.9231,23.9560,n
134.0131,199.1667,91.7917,444.5833,21.5551,n
115.3086,216.8605,97.2558,522.8140,44.1814,n
116.9753,225.7857,103.1429,632.0000,34.6568,n
117.8150,214.9804,103.1569,548.5294,40.3149,n
135.6111,209.2400,93.3000,553.6000,28.4511,n
129.3030,212.1304,96.6957,455.5435,47.5884,n
142605.0000,216.2400,95.1200,531.2400,30.9597,n
131.3267,195.4035,84.7544,337.1930,19.5616,n
145.0728,208.3077,93.9231,493.0769,24.7094,n
122.4344,202.4462,88.7692,477.2462,24.6267,n
142.1761,215.4839,96.6935,496.6774,28.1032,n
153.7500,199.7500,81.7500,467.2500,25.1318,n
138.5037,200.6765,81.0882,336.2353,15.1366,n
124.8571,211.4538,94.4000,433.3846,25.8273,n
138.1295,222.2500,96.0357,606.3571,53.7155,n
122.9345,218.3022,98.1264,578.7912,35.1725,n
155.8705,214.2857,96.3571,582.0000,21.0747,n
126.7184,202.5570,89.4937,424.5063,24.2605,n
119.7310,214.8313,100.8500,535.8438,29.3302,n
134.9148,206.0000,85.9821,373.8214,17.9911,n
133.8331,209.8049,94.4878,444.7561,26.1670,n
133.6107,225.0000,108.4857,621.8857,22.5610,n
122.8687,220.1613,96.2258,510.7742,22.6365,n
123.6245,235.5397,109.2857,708.1270,22.5946,n
135.3782,229.7333,102.4667,620.0667,23.5510,n
111.3906,203.0000,90.2500,403.5000,24.9480,n
116.0436,214.1538,94.1923,571.1923,26.5412,n
132.4508,215.0154,98.0769,579.5692,26.2342,n
125.6777,219.7045,95.8864,481.0909,53.1372,n
108.4883,236375.0000,111.2500,735.5625,24.1451,n
134.0288,235.3279,109.7869,720.2951,30.9395,n
134.2547,213.8333,96.6429,488.4524,18.8786,n
117.9688,226.0000,100.0000,517.0000,16.1864,n
110.0859,217.0000,100.0000,470.0000,14.5752,n
115.6522,233.5370,110.0741,733.2407,23.1371,n
127.5915,222.0238,101.1548,621.8095,37.3913,n
142.8495,212.2308,98.3846,595.6923,34.9876,n
126.9903,225.2308,103.6154,668.9615,13.9063,n
117.5231,212.0370,98.0741,512.8148,33.5949,n
120.5662,231.3958,103.8333,690.7083,22.5504,n
144.4585,217.8947,100.0526,550.5789,12.2628,n
100.2679,226.7143,95.7143,638.0000,31.4182,n
117.4514,225.9500,103.8000,535.2500,27.5628,n
133.5051,214.0541,95.8919,559.2973,16.4791,n
147.8386,216.7500,92.3125,562875.0000,19.9996,n
140.7913,208.7241,91.1379,391.4483,18.4716,n
120.5620,214.2742,97.3548,560.1452,26.3150,n
125.6939,227.3636,109.5000,750.5455,21.5766,n
131.5682,173.7565,74.6087,255.4261,13.1658,n
132.0311,180.0222,74.3556,274.1556,14.9503,n
134.5354,193.7248,83.3945,395.1468,25.8275,n
129.0889,208.6452,95.4194,490.1935,34.6972,n
97.6429,193.1429,82.4286,373.7143,19.9202,n
129.8218,180.0000,77.6842,266.3947,16.6841,n
131.1582,171.2411,69.1418,211.5461,7.8028,n
104.7220,227.7143,102.1429,708.2857,17.9284,n
98.8984,220.7500,100.7500,572.5000,27.9598,n
126.1644,226.7453,101.1321,748.0943,34.4804,n
112.6589,199.4211,90.4211,433.6316,34.6988,n
120.3722,183.9194,75.0000,315.1613,25.0920,n
123.5140,203.7297,87.8919,521.5676,39.0847,n
122.2494,234.5909,107.1500,848.8273,21.4410,n
125.1780,196.1458,85.5833,470.3958,28.1591,n
133.3509,184.2364,76.3455,283.2909,19.7519,n
128.7527,175.7660,73.3298,229.8511,10.8674,n
133.4361,212.8710,95.5806,644.8065,35.8427,n
135.4229,194.0227,85.3068,379.3977,22.0682,n
122.5296,200.0849,92.5377,321.9906,26.6355,n
114.7500,232.9167,125.8333,351.9167,22.8854,n
123.9312,220.3846,104.6077,665.4846,21.5185,n
127.3308,206.3276,91.4310,496.0172,26.8334,n
127.1672,270.5357,171.7321,300.0179,11.4158,n
135.5487,223.4583,107.4792,236.4792,20.9894,n
116.4775,256.3556,116.8222,918.0444,15.0586,n
118.2818,261.2045,144.2273,294.7955,21.6392,n
104.7126,224.4545,112.6364,495.4545,16.6594,n
129998.0000,233.2222,135.2063,293.7460,24.1939,n
128.9589,230.2000,115.4286,438.9714,28.7131,n
123.3123,257.8421,154.2368,261.7105,22.1726,n
114.4217,234.0800,125.6800,392.4400,22.7331,n
116.8740,228.6522,106.9130,683.3478,38.7615,n
120.2035,235.8400,107.6400,823.1200,33.7872,n
126.3490,222.0000,106.0000,559.0625,47.0751,n
138.5486,218.3333,107.2222,506.8889,42.8097,n
132525.0000,226.8000,102.2000,788.4000,39.6613,n
130.2807,223.4836,115.6475,371.3934,30.1559,n
136.1608,243.7500,133.2222,255.8333,7.6716,n
121.2721,233.7353,122.6176,391.6765,35.3880,n
135.2688,204.6129,88.5000,208.9032,16.7002,n
128.4059,216.5600,98.9800,306.1800,22.9466,n
125.3299,217.4186,95.7907,630.3488,61.3596,n
136.3012,235.3810,125.8571,313.2857,16.3908,n
134.7639,208.8333,84.3333,406.7222,29.2021,n
119.6475,228.3830,119.8298,440.8723,21.9551,n
130.9762,238.0164,143.1803,247.7049,15.6626,n
106.3558,238.0769,147.4615,254.3846,15.1576,n
126.5783,252.9495,136.9697,212.7071,12.1284,n
123.0687,252.2000,136.0000,141.6000,4.6828,n
134.3563,218.2714,105.4143,249.2429,15.2630,n
130.5422,211.7097,113.7581,260.7903,29.2376,n
128.8090,245.1020,144.4694,295.1020,19.3296,n
108.7448,239875.0000,146125.0000,289.0417,37.3125,n
121.9688,254.3054,139.6527,458.8563,14.7732,n
119.7397,232.9000,120.4200,503.3600,26.7569,n
136.0364,232.3030,121.2424,413.6667,28.1400,n
124.5513,265.3022,145.0343,178.7570,6.2459,n
148.2031,229.7500,137.5000,314.5000,15.4738,n
129.9672,256.1864,147.5678,431.8898,10.8274,n
129.0358,229.5517,114.4828,375.0517,37.0527,n
114.8045,233.5128,116.6923,462.2308,30.5196,n
142.7070,235.5000,125.3500,259.9000,12.2290,n
114.5026,260.6759,154.7685,440.4259,8.6745,n
129.6717,253.5502,146.1135,438.4323,11.0968,n
154.6779,236.3077,121.8462,415.0769,15.6065,n
113.8938,237.8000,114.2000,536.4000,26.1283,n
158875.0000,239.2000,119.6000,346.4000,14.6561,n
122.4604,256.0600,143.4600,268.1600,30.1684,n
132.9866,234.9697,140.5303,345.8939,10.6384,n
129.6402,240.8282,139.0573,381.0308,13.3648,n
127.6575,238.3288,126.4384,463.9452,27.2578,n
150312.0000,261.5000,147.5000,343.0000,7.6158,n
135.0381,238.2636,141.0545,412.1182,15.1038,n
115.6481,243.4318,128.2727,535.3409,20.8436,n
131.4529,232.1818,137.7107,365.6033,16.7364,n
118.0663,260.0923,150.6538,449.8538,16.1175,n
117.7738,235.4894,132.2128,396.5745,31.2082,n
142.1188,249.8571,143.2500,418.9286,15.1889,n
117.2032,236.5556,139.5897,384.7436,10.0775,n
121.6979,245.8151,136.4622,422.6975,14.4841,n
123.4800,248.4476,140.4039,424.6223,15.0201,n
132.6563,204.9778,90.4963,521.2667,34.9160,n
117.9685,215.8056,98.7361,679.5972,23.2726,n
129.7586,239.6111,119.8667,522.5111,44.7923,n
131.0494,199.5463,88.3796,526.5370,35.1989,n
136.1596,203.6739,90.6739,427.2609,28.2791,n
133.6608,190.5467,80.6933,329.0267,18.4357,n
131.7482,193.4318,85.9318,398.5000,24.6458,n
118.1389,221.9756,101.6341,633.9634,37.7918,n
140.6034,214.4483,100.0000,676.7586,19.0907,n
134.2971,182.8421,76.5614,336.8772,24.5886,n
118.9551,244.5306,127.3878,644.6327,31.4463,n
136.4435,170.9583,80125.0000,176.7917,8.1008,n
123.8689,220.7692,108.3077,788.3846,14.9587,n
134796.0000,172.5000,70.2500,211.0000,15.0571,n
130.9933,182.6163,78.3372,217.4302,15.6044,n
112.8930,192.6296,85.0370,433.1852,30.1567,n
105.6489,274.0000,156.5000,385.5000,31.5793,n
139.8438,256.8333,132375.0000,328.5417,15.8035,n
136.8958,212.0667,90.9333,534.8667,42.9214,n
123.9375,184.8824,83.2941,359.7353,47.1381,n
131.6429,192.6604,80.7925,386.5094,19.5362,n
123.9886,223.7727,91.9545,596.3182,22.5523,n
130.4201,204.6000,90.4000,405.1000,33.1300,n
126.2280,231.4340,118.9434,392.5283,17.2075,n
136.4769,233.3415,114.8293,430.5366,14.7032,n
133.2307,235.7582,118.4945,445.6813,22.4545,n
90625.0000,287.6667,154.6667,485.0000,80.4384,n
123.5964,364.9831,271.9153,429.7458,18.5917,n
116.9930,356.0000,228.3333,456.8333,70.7876,n
113.1228,259.8333,157.5556,366.1111,16.6262,n
93.2031,364.0000,235.0000,490.0000,101.5662,n
129.3063,261.3500,154.5500,339.9500,31.7058,n
122.1509,307.7222,200.0000,360.0000,36.2281,n
109.2262,321.4375,232.9063,449.8125,10.5741,n
132.0958,281.9143,180.2571,421.6286,13.5733,n
120.7072,380.9474,296.4211,443.9474,27.7595,n
130.1728,179.8125,76.7500,251.7500,10.6930,n
133.8167,182.0000,77.5042,306.1429,15.7930,n
137.1074,221.4118,96.7059,519.4706,30.3487,n
133.8942,199.9362,85.7234,392.5532,22.5913,n
134.2311,211.7083,96.1458,556875.0000,30.2234,n
101.9479,200.0000,93.5000,482.5000,18.8127,n
140.7031,207.1111,95.7778,504.3056,24.5681,n
115.8775,211.7073,94.9268,505.3415,30.2270,n
114875.0000,183.0000,75.8824,334.2353,33.3815,n
132.3991,227.4865,103.6081,723.3108,29.4707,n
114.2565,227.4118,102.5882,755.0882,22.3038,n
130.6168,173625.0000,69625.0000,199.2500,10.6264,n
119.6262,210.6026,96.9744,511.0641,35.0816,n
135.7814,201.6522,91.4783,475.9130,33.8881,n
118.6955,223.7400,101.5000,617.1600,33.0301,n
127.8954,223.2840,101.7531,587.8765,26.9470,n
133.2692,219.6313,98.8125,592.3188,32.3781,n
137.4358,212.7470,94.8193,523.0602,28.8933,n
119.1901,241.2857,113.0476,744.8333,24.7859,n
133.3076,225.4835,106.4835,687.8901,23.2398,n
118.6107,215.0000,97.7794,458.4853,26.9457,n
115.6408,224.5385,103.0769,658.6923,14.4390,n
119.4053,236.3421,105.7368,663.8289,28.2188,n
133.0724,212.2745,94.1765,502.4706,33.3476,n
132.6383,198.4167,84.4167,391.5000,18.2277,n
119.4225,230.0732,109.7073,670.5000,31.5263,n
114.3317,199.3846,82.3077,413.8462,42.0010,n
118.0396,226.6481,102.8704,538.1667,31.1400,n
119.7930,226.0625,105375.0000,616.7500,17.0917,n
127.2625,211.4000,87.8000,487.3000,28.3057,n
138.2068,204.1143,90.8571,413.6857,20.5417,n
126.0561,195.0000,89.4894,379.7447,28.2869,n
119.5015,229.3871,105.4677,708.3710,30.6112,n
120.2963,242.1304,110.8406,774.0797,23.2059,n
118.4818,233.6600,110.2733,610.0800,33.6407,n
143.9444,231.7692,106.0000,583.8077,24.9750,n
102.4943,215.6364,94.1818,454.9091,21.7769,n
123.9339,222.4286,98.1143,540.6000,27.2782,n
145.5528,211.0000,95.1111,425.6667,9.2123,n
115.8053,237.0400,112.8800,627.3200,23.5592,n
116.9416,253.5385,117.3077,857.4615,14.3740,n
132.2882,252.6800,111.7200,799.1600,29.0981,n
162075.0000,244.2000,118.2000,698.0000,19.9539,n
123.7089,223.8542,108.2917,521.9583,27.1771,n
144.6471,219.8824,98.7059,509.7647,18.2772,n
139.7702,218.6552,100.1954,475.1839,25.0936,n
135.4444,215.8776,94.7347,479.0000,31.3042,n
136.3040,231.9828,103.5862,594.4655,28.2225,n
127.1147,231.2360,111.4607,569.6742,25.3819,n
114.4157,215.2121,95.6061,497.8788,35.8567,n
138.0352,211.7253,98.6923,407.2857,27.3477,n
130.0031,216.9506,103.3580,414.7037,14.1484,n
112.8289,225.5789,99.7368,548.2105,24.4330,n
165.6563,230.0000,108.0000,555.0000,9.0277,n
129.5352,218.5789,94.7895,473.8246,29.2065,n
120.5213,228.0602,110.3494,482.6386,22.2284,n
112.3272,224.1765,102.4706,426.2353,24.4900,n
116.0425,219.1765,103.7353,472.3529,31.6212,n
133.1965,219.0426,103.4468,461.1277,12.8703,n
130.0488,205375.0000,97.0000,343.2500,29.0704,n
108.5938,209.1000,99.3000,415.6000,25.7226,n
108.5987,240.7895,116.7105,612.1842,27.7030,n
114.6778,246.4706,122.9765,573.4588,20.0778,n
128.3419,234.7765,112.0706,576.8000,34.9761,n
116.8237,232.4583,109.5278,648.0417,18.5946,n
141.4056,213.6324,99.9706,451.2353,22.1766,n
139.5997,223.8974,101.9103,435.9103,27.3020,n
119.3471,231.0333,112.4444,461.2778,22.5383,n
97.1518,217.0000,107.0000,448.0000,11.6461,n
139.4076,228.0870,113.5652,471.6087,27.2476,n
116.3270,238.9492,121.0339,545.2881,26.8621,n
115.0732,214.1667,103.8056,469.5000,31.6115,n
141.7988,249.9524,118.7143,576.4762,17.8448,n
141.0653,233.0000,115.5455,641.6364,42.3960,n
132.7086,219.0891,101.6761,476.2105,22.6355,n
136.8626,238.1943,111.5877,637.7962,27.9916,n
135.5678,236.2110,114.3119,608.1743,28.3892,n
132.4377,218.0299,105.6269,439.0000,16.4323,n
128.7816,219.3776,102.1633,405.9184,22.0527,n
133.4655,212.0933,97.5733,415.0667,28.9675,n
110.9103,229.3333,109.3333,502.6667,14.9462,n
120.9231,240.9667,117.0667,668.7467,26.2873,n
124.3739,219.8824,101.2353,458.7843,25.3366,n
128.9372,233.8810,115.3571,529.5476,30.3466,n
107.8769,235.6000,109.8400,574.2000,19.1706,n
119.2956,224.6804,105.2784,468.7320,18.6264,n
101.8438,222.5000,103.1667,405.0000,22.1617,n
128.3970,244.4545,117.7455,523.7636,17.6238,n
152.7386,234.6364,119.2727,505.0909,13.3763,n
135.8518,225.8235,108.3782,598.6891,29.0745,n
120.7070,227.9074,107.2870,656.2500,28.3554,n
123.2170,239625.0000,112.7431,579.3819,33.6800,n
134.3635,193.8295,81.8372,371.3256,20.9629,n
117.1715,237.2945,109.0685,746.8425,27.9347,n
127.9108,223.8214,102.0536,520.8036,31.7265,n
131.1271,180.0691,76.9986,283.7024,20.2580,n
126.7226,196.5818,87.8636,386.2909,33.0601,n
119.1025,201.8592,89.8169,438.5775,38.0947,n
133.7664,227.3700,105.5128,658.6337,35.9479,n
130.8777,196.8111,84.5015,465.3560,34.6956,n
136.4814,189.7881,79.2980,368.8278,18.6271,n
125.9048,207.0000,94.6957,605.7681,33.6114,n
136.4344,193.4565,93.5435,467.5435,25.1669,n
125.7730,235.5608,107.9577,765.8466,36.7743,n
134.5499,226.2045,99.7045,676.7727,50.3959,n
135.8468,265.4859,125.2606,885.0211,18.1413,n
120.7212,253.7521,118.5420,893.2689,24.5627,n
123.6620,203.9167,98.3611,604.4444,42.0167,n
116.4236,203.9176,88.6824,531.4471,31.0581,n
137.8436,210.4878,99.7317,614.6585,48.0076,n
126.2727,224.3659,106.2358,721.1789,31.6537,n
122.9713,223.3488,98.8372,794.9302,34.2411,n
136.7147,208.9130,91.7391,601.0870,32.9343,n
130.1507,245.0576,112.4676,825.0935,34.0452,n
122.2398,231.7308,105.9038,647.1154,36.1952,n
126.5950,265.5686,160.0784,511.1176,37.9033,n
131.7836,221.1739,105.2609,584.5652,59.0607,n
125.1120,240.8660,116.4124,639.4948,41.1387,n
129.7387,208.2400,101.6400,317.1200,23.6810,n
121.5402,267.2394,162.0915,339.5845,27.9753,n
132.2572,192.7253,92.6319,155.9451,13.2409,n
128.7336,214.7671,107.4384,233.8082,26.4028,n
128.7293,231.9305,122.5882,230.5508,23.4374,n
123.0556,232.6471,124.4118,373.5882,41.8580,n
129.7668,188.6641,79.1221,368.1374,41.6289,n
125.0275,215.1875,107.8000,310.1125,26.5870,n
130.4537,188.1739,87.7681,253.9855,21.4957,n
127.3701,204.8238,91.5381,621.7762,48.4979,n
124.7524,201.4615,89.8736,494.3956,24.1028,n
126.3122,221.7753,101.9091,621.9369,32.6205,n
115.6405,212.8846,99.8462,668125.0000,32.9136,n
127.6412,196.4742,83.1340,490.0309,50.3887,n
127.5410,197.4796,85.9184,512.3265,35.0780,n
123.8605,214.5294,94.2353,677.6961,24.1906,n
128.5649,203.4649,89.9926,604.3764,37.2502,n
107.9789,217.9583,93.5833,677.5000,25.5576,n
132.2023,199.8701,83.0000,472.3377,30.9757,n
124.4567,246.0000,136.5057,591.7241,32.5454,n
127.8013,194.4747,85.0095,199.5886,19.1959,n
116.8023,171.0455,79.2727,334.1364,37.8502,n
132.1858,174.4646,72.8384,340.9091,26.2071,n
121.5817,222.7143,103.1786,811.2321,31.3263,n
130.5031,174.4430,72.1429,282.8170,20.1000,n
128.6248,187.4407,80.7893,347.1041,29.9980,n
127.7616,200.6519,87.3852,506.5852,27.7393,n
118.3516,209.9805,90.5731,568.5205,32.5857,n
133.7344,182.0667,73.4889,340.1889,16.9516,n
137.0078,199.9183,86.8654,526.0721,29.0924,n
136.5517,201.0260,88.3831,514.2727,27.3699,n
128.4166,204.7511,90.6800,555.8556,35.9288,n
119.9718,228.4263,103.4474,727.4316,22.6299,n
134.6662,192.9524,80.1905,396.5595,24.3668,n
127.2143,202.5367,92.2599,592.7740,49.2238,n
121.5034,288.9953,177.2406,480.7028,24.9908,n
122.2429,377.6866,270.8063,399.0563,27.1602,n
132.7773,296.5381,189.8610,409.8072,36.1296,n
125.1040,451.5556,331.3889,538.2361,47.5590,n
135.8708,283.2000,186.8000,276.6000,23.0959,n
121.5371,334.5313,221.5156,385.3594,46.6508,n
119.1735,274.6364,155.2308,519.3147,30.0159,n
103.0486,337.7778,198.2222,441.1111,71.0390,n
131.7507,277.0105,159.3684,463.4737,42.1227,n
129.9557,231.3956,109.8162,611.2461,26.3997,n
116.9787,252.5283,131.5660,582.4906,18.2563,n
124.7945,319.2587,207.4826,508.8069,27.2959,n
124.7732,249.1088,117.2803,647.6548,30.4503,n
128.4167,187.2236,83.8523,271.8186,34.0435,n
127.7631,218.2056,101.0530,524.6137,37.3238,n
125.6317,230.0826,105.5138,667.0826,30.6716,n
137.6815,203.8876,92.3708,372.5955,23.5271,n
119.5970,212.0714,95.7619,587.9048,37.1845,n
135.4375,234.9474,108.5263,570.6842,19.2417,n
122.7249,201.4483,87.6552,359.3448,22.8010,n
142.1925,227.0238,102.2857,661.4048,24.1242,n
109.5000,227.0952,99.6190,704.3810,28.2415,n
132.5743,204.4468,91.0851,413.3191,38.3110,n
132.4199,185.8594,79.7969,355.4688,20.7054,n
127.7532,207.5484,92.3952,531.1613,29.9618,n
119.4607,237.8824,110.3782,690.5168,26.4227,n
124.2331,222.5081,100.2432,653.5946,29.5986,n
119.3309,250.1167,119.7167,665.3833,33.6133,n
140.6389,248.2778,117.8889,662.1111,42.3661,n
139.7043,247.6383,119.6170,623.1915,20.9596,n
135.4935,214.9744,101.2564,457.0769,24.4105,n
127.0803,242.0884,112.4014,608.6259,37.4047,n
120.5962,242.9069,116.1636,635.7151,28.0877,n
126.6667,246.1132,143.8491,440.5849,35.5983,n
127.8082,245.3500,141.6500,516.1500,42.7080,n
128.4372,264.1139,178.9114,357.1392,11.7405,n
127.4644,296.9711,215.5786,304.5296,8.7427,n
124.7499,277.5133,157.3067,550.9733,36.4233,n
123.4726,278.2340,134.0213,736.4468,20.6669,n
130.3682,267.6545,175.7909,356.2182,18.8050,n
123.9827,257.8182,125.0909,678.7500,23.3843,n
126.7504,251.0251,124.9969,575.7994,43.9742,n
129.8096,215.7222,113.4028,296.2176,41.7760,n
128.5496,187.2332,83.6228,152.5649,10.3118,n
124.1470,279.9024,168.9756,430.0488,35.1188,n
130.1713,178.3739,76.1824,189.5137,10.4873,n
126.4634,195.0000,85.2500,86.5000,7.3272,n
130.5319,204.5652,84.9565,263.8261,18.4241,n
129.1652,187.9038,84.6026,242.7308,19.2693,n
128.5480,222.3641,100.4678,653.1204,26.9576,n
125.0683,229.4181,105.7232,698.7853,36.4327,n
133.2072,234.3875,105.0125,794.5500,36.5201,n
121.4205,239.4808,110.5385,727.6231,26.8390,n
125.3813,222.0474,102.1594,595.4801,32.5359,n
141.4126,225.3051,105.2373,654.4915,34.7558,n
123.2921,230.9829,110.7436,648.1282,31.5299,n
126.0138,233.5938,112.7188,667.8438,27.5221,n
114.5965,239.4923,109.0308,720.4308,25.9525,n
128.5080,215.7326,97.2442,498.9186,50.7943,n
120.6338,216.5866,101.1642,583.7776,36.5415,n
132.8267,200.1897,91.1293,365.2759,26.9783,n
135.8821,215.0816,108.5918,553.4286,29.0803,n
140.1356,210.5319,93.9787,422.5957,26.3473,n
131.4058,212.2892,96.7770,505.0070,30.5367,n
139.7649,209975.0000,91.2000,512.0500,42.5194,n
134.0295,198.1928,98.7831,430.0000,40.8452,n
121.2991,215.8708,99.2921,556.2191,20.8753,n
131.5546,215.4056,101.1988,483.9225,39.6772,n
134.8261,203.5419,94.4903,484.2581,34.1264,n
118.0268,218.0351,101.4678,540.0819,34.3515,n
119.0139,229.7639,109.1944,603.0694,39.3920,n
126.2555,208.6740,91.9890,521.7624,35.9278,n
127.7783,222.5385,106.3846,648.0769,32.6687,n
131.0490,191.9502,85.3383,333.3234,31.3025,n
135.5819,212.8242,97.6328,509.7227,32.4638,n
126.8207,204.6879,93.2739,567.3822,27.6085,n
130.6371,202.5376,91.4570,418.2258,30.3806,n
116.3866,201.5349,94.6512,456.1860,42.5872,n
134312.0000,202.4364,91.7636,467.0364,40.6944,n
146625.0000,208.5882,88.7059,454.0000,15.8577,n
115.4855,219.8077,101.2308,551.6154,32.8473,n
118.5929,220.6316,102.9064,670.0526,30.6825,n
134.8065,193.3200,86.5467,357.6667,23.8014,n
128.8449,212.9296,96.2113,614.9437,31.1167,n
123.5365,212.2659,96.0876,511.9970,28.6015,n
119.1889,212.2245,102.4694,566.5306,22.8586,n
134.4517,202.7840,91.7887,480.1455,35.4993,n
125.0466,227.1775,108.3343,572.2337,30.7639,n
121.2097,237.5714,109.1918,722.5673,30.9775,n
134.1198,217.4197,98.6022,546.4161,30.8720,n
126.3535,225.4580,106.3053,667.1107,34.2821,n
122.0264,227.0724,106.0669,550.9666,36.8116,n
126.8053,223.8547,106.9630,521.5157,29.9021,n
122.1676,223.4667,103.3810,641.8429,24.7323,n
132.8511,208.5116,99.3023,497.4884,37.1473,n
145.2778,207.9412,95.8235,437.8824,20.9382,n
134.4620,211.8775,101.6275,436.7304,33.9155,n
134.6672,234.2568,114.7297,504.2838,44.5579,n
101.3699,214.4706,111.1176,503.1471,19.5180,n
126.9868,216.3272,100.6654,585.6029,34.3236,n
122.0804,226875.0000,113.2857,460.4583,24.7385,n
141.0000,192.5000,86.6765,401.7647,20.6176,n
115.6437,239.9000,121.9000,610.3333,25.9551,n
133.6178,218.9375,115375.0000,417.4583,27.5015,n
123.7829,203.3415,90.3902,438.5650,30.5398,n
125.7826,220.1464,109.0436,536.2399,24.8633,n
148.4688,222.1000,105.3000,550.2000,34.2148,n
124.0264,218.9106,105.4878,594.9390,28.0899,n
153.8571,237.6000,117.7333,536.5333,19.0118,n
134.6654,205.4516,96.5430,365.0806,30.5718,n
